"College
Code",College Name,"Branch
code",Branch Name,OC,BC,BCM,MBC_DNC,SC,SCA,ST
2610,"MUTHAYAMMAL ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,135.67,,,115.67,,,
2611,"PAAVAI ENGINEERING COLLEGE
(AUTONOMOUS)",AE,Aeronautical Engineering,126.67,,,,,,
2611,"PAAVAI ENGINEERING COLLEGE
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",117.67,,,,,,
2611,"PAAVAI ENGINEERING COLLEGE
(AUTONOMOUS)",IT,Information Technology,,,,118,,,
2611,"PAAVAI ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,126,,,,,,
2613,"K.S.R. COLLEGE OF ENGINEERING
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",124,,,,,,
2613,"K.S.R. COLLEGE OF ENGINEERING
(AUTONOMOUS)",ME,Mechanical Engineering,129.67,129.67,,153.33,,,
2614,S.S.M. COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",125,,,,,,
2614,S.S.M. COLLEGE OF ENGINEERING,IT,Information Technology,145.67,,,,,,
2614,S.S.M. COLLEGE OF ENGINEERING,ME,Mechanical Engineering,137.33,,,,,,
2614,S.S.M. COLLEGE OF ENGINEERING,TC,Textile Chemistry,152,,,,,,
2615,"GOVERNMENT COLLEGE OF ENGINEERING -
SALEM (AUTONOMOUS)",CE,Civil Engineering,189.17,129,,157,,,
2615,"GOVERNMENT COLLEGE OF ENGINEERING -
SALEM (AUTONOMOUS)",EC,"Electronics and
Communication Engineering",160.33,130.67,,,,,
2615,"GOVERNMENT COLLEGE OF ENGINEERING -
SALEM (AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",,,,,130,,
2615,"GOVERNMENT COLLEGE OF ENGINEERING -
SALEM (AUTONOMOUS)",ME,Mechanical Engineering,166.67,158.33,,165,,,
2615,"GOVERNMENT COLLEGE OF ENGINEERING -
SALEM (AUTONOMOUS)",MT,Metallurgical Engineering,147.33,,,,,,
2617,SENGUNTHAR ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",117.67,,,,,,
2618,"SONA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",CE,Civil Engineering,,113.33,,142.67,,,
2618,"SONA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",132.67,,,,,,
2618,"SONA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",155,126.33,,,,128.67,
2618,"SONA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",FT,Fashion Technology,143.33,,,,,,
2618,"SONA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,145.33,143.33,,141,124,,
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF
ENGINEERING",EC,"Electronics and
Communication Engineering",139.33,,,,,,
2621,"ER.PERUMAL MANIMEKALAI COLLEGE OF
ENGINEERING",ME,Mechanical Engineering,115,,,,,,
2622,V.S.B. ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",125,,,,,,
2623,MAHENDRA COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",130,,,,124.67,,
2623,MAHENDRA COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",136,,,127.33,,,
2623,MAHENDRA COLLEGE OF ENGINEERING,IT,Information Technology,130.33,,,,,,
2623,MAHENDRA COLLEGE OF ENGINEERING,ME,Mechanical Engineering,170.67,,,138.67,,,
2624,GNANAMANI COLLEGE OF TECHNOLOGY,CE,Civil Engineering,135,,,131.67,,,
2624,GNANAMANI COLLEGE OF TECHNOLOGY,CS,"Computer Science and
Engineering",126,,,,147,,
2624,GNANAMANI COLLEGE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",,110.67,,,,,
2624,GNANAMANI COLLEGE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",122,,,,119.67,,
2624,GNANAMANI COLLEGE OF TECHNOLOGY,ME,Mechanical Engineering,137.67,,,132,,,
2625,THE KAVERY ENGINEERING COLLEGE,CE,Civil Engineering,125.33,,,,,,
2625,THE KAVERY ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",121,,,,,,
2625,THE KAVERY ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",123.33,,,118.33,,,
2625,THE KAVERY ENGINEERING COLLEGE,ME,Mechanical Engineering,139.67,,,137.33,,,
2627,SELVAM COLLEGE OF TECHNOLOGY,CE,Civil Engineering,118.67,,,,,,
2627,SELVAM COLLEGE OF TECHNOLOGY,CS,"Computer Science and
Engineering",135.33,111.33,,,,,
2627,SELVAM COLLEGE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",130.67,116.67,,128,,,
2627,SELVAM COLLEGE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",,,,115.67,,,
2627,SELVAM COLLEGE OF TECHNOLOGY,ME,Mechanical Engineering,134,122.67,,121.33,120.33,,
2628,PAAVAI COLLEGE OF ENGINEERING,AU,Automobile Engineering,,,,,111.67,,
2628,PAAVAI COLLEGE OF ENGINEERING,EE,"Electrical and Electronics
Engineering",115,,,,,,
2628,PAAVAI COLLEGE OF ENGINEERING,ME,Mechanical Engineering,127.67,122.67,,124.67,,,
2632,MAHENDRA INSTITUTE OF TECHNOLOGY,CS,"Computer Science and
Engineering",120.67,,,,,,
2632,MAHENDRA INSTITUTE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",111.67,,,,,,
2632,MAHENDRA INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",125.33,,,,113.67,,
2632,MAHENDRA INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,144.5,110,,,,122,
2633,"VIDYAA VIKAS COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",130.67,,,,,,
2633,"VIDYAA VIKAS COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",,132,,,,,
2633,"VIDYAA VIKAS COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,130,,,124,,,
2634,EXCEL ENGINEERING COLLEGE,AE,Aeronautical Engineering,111.67,,,,,,
2634,EXCEL ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",126,,,,,,
2634,EXCEL ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",127.33,,,,,,
2634,EXCEL ENGINEERING COLLEGE,ME,Mechanical Engineering,152.67,,,,,,
2635,CMS COLLEGE OF ENGINEERING,ME,Mechanical Engineering,115.33,,,,,,
2636,A V S ENGINEERING COLLEGE,CE,Civil Engineering,121.33,109.33,,,,,
2636,A V S ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",122.33,116,,,,,
2636,A V S ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",,124.33,,,132.67,125,
2636,A V S ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",119,,,,118.67,,
2636,A V S ENGINEERING COLLEGE,ME,Mechanical Engineering,156.67,128,,137.67,,,
2638,"MAHENDRA ENGINEERING COLLEGE FOR
WOMEN",EC,"Electronics and
Communication Engineering",142.33,,,,,,
2639,"NARASU'S SARATHY INSTITUTE OF
TECHNOLOGY",CS,"Computer Science and
Engineering",134.33,116.33,,,,,
2639,"NARASU'S SARATHY INSTITUTE OF
TECHNOLOGY",EC,"Electronics and
Communication Engineering",149.67,,,142.67,,,
2639,"NARASU'S SARATHY INSTITUTE OF
TECHNOLOGY",ME,Mechanical Engineering,132.67,,,,,,
2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,CE,Civil Engineering,114,,,,,,
2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,CS,"Computer Science and
Engineering",120.33,,,,118,,
2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,EC,"Electronics and
Communication Engineering",120.67,,,,116,,
2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",,,,117,114.67,,
2640,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,123.33,,,116,,116.33,
2641,"VARUVAN VADIVELAN INSTITUTE OF
TECHNOLOGY",CS,"Computer Science and
Engineering",,,,,126,,
2641,"VARUVAN VADIVELAN INSTITUTE OF
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",115,,,,,,
2641,"VARUVAN VADIVELAN INSTITUTE OF
TECHNOLOGY",ME,Mechanical Engineering,145,,,143.33,,,
2642,"P.S.V.COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",145.67,,,,,,
2643,"BHARATHIYAR INSTITUTE OF ENGINEERING
FOR WOMEN",EC,"Electronics and
Communication Engineering",125,,,,,,
2647,"J.K.K. NATTRAJA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EC,"Electronics and
Communication Engineering",132.33,132,,,,,
2647,"J.K.K. NATTRAJA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EE,"Electrical and Electronics
Engineering",128.67,,,124.33,,,
2647,"J.K.K. NATTRAJA COLLEGE OF ENGINEERING
AND TECHNOLOGY",IT,Information Technology,,,,125,,,
2648,ANNAPOORANA ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",,,,117,,,
2648,ANNAPOORANA ENGINEERING COLLEGE,ME,Mechanical Engineering,117.33,,,,,,
2650,CHRIST THE KING ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",,,,,124.33,,
2650,CHRIST THE KING ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",134.33,,,,,,
2650,CHRIST THE KING ENGINEERING COLLEGE,ME,Mechanical Engineering,149.67,,,,,,
2651,JAI SHRIRAM ENGINEERING COLLEGE,CE,Civil Engineering,122.67,,,,,,
2651,JAI SHRIRAM ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",151,,,,,,
2651,JAI SHRIRAM ENGINEERING COLLEGE,ME,Mechanical Engineering,141.67,,,137.67,,,
2652,AL-AMEEN ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",,,,,121,,
2652,AL-AMEEN ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",,,127.33,,,,
2652,AL-AMEEN ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",128.33,127.67,,,,,
2652,AL-AMEEN ENGINEERING COLLEGE,ME,Mechanical Engineering,122.67,,,,,,
2653,KNOWLEDGE INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,148,,,,,,
2656,BUILDERS ENGINEERING COLLEGE,CE,Civil Engineering,115.33,,,,,,
2656,BUILDERS ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",123.33,,,,,,
2656,BUILDERS ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",135,128.67,,,,,
2657,PAVAI COLLEGE OF TECHNOLOGY,ME,Mechanical Engineering,123,,,,,,
2658,VSA GROUP OF INSTITUTIONS,CS,"Computer Science and
Engineering",125.67,,,,,,
2658,VSA GROUP OF INSTITUTIONS,EC,"Electronics and
Communication Engineering",126,,,,116.67,,
2658,VSA GROUP OF INSTITUTIONS,EE,"Electrical and Electronics
Engineering",,,,122,,,
2658,VSA GROUP OF INSTITUTIONS,ME,Mechanical Engineering,137.33,,,,,,
2659,"SALEM COLLEGE OF ENGINEERING AND
TECHNOLOGY",BM,Bio- Medical Engineering,,,,112,,,
2659,"SALEM COLLEGE OF ENGINEERING AND
TECHNOLOGY",CE,Civil Engineering,112.33,,,,,,
2659,"SALEM COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",114.67,,,,,,
2659,"SALEM COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",,,,,119.67,,
2659,"SALEM COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",118,,,,,,
2659,"SALEM COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,120.33,,,115.33,,,
2660,GNANAMANI COLLEGE OF ENGINEERING,BM,Bio- Medical Engineering,114.33,,,,,,
2660,GNANAMANI COLLEGE OF ENGINEERING,CH,Chemical Engineering,116,,,,,,
2660,GNANAMANI COLLEGE OF ENGINEERING,FD,Food Technology,,,,,118,,
2664,"EXCEL COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,135,,,,,,
2665,"MAHENDRA INSTITUTE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",109.67,,,,,,
2665,"MAHENDRA INSTITUTE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,124,122.33,,,,,
2673,SREE SAKTHI ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",129.67,125,,,,,
2673,SREE SAKTHI ENGINEERING COLLEGE,ME,Mechanical Engineering,125.33,,,124.33,,,
2682,"AMBAL PROFESSIONAL GROUP OF
INSTITUTIONS",CE,Civil Engineering,139.67,134,,,,,
2682,"AMBAL PROFESSIONAL GROUP OF
INSTITUTIONS",CS,"Computer Science and
Engineering",,,,119,,,
2682,"AMBAL PROFESSIONAL GROUP OF
INSTITUTIONS",EC,"Electronics and
Communication Engineering",,,,137.33,,,
2682,"AMBAL PROFESSIONAL GROUP OF
INSTITUTIONS",EE,"Electrical and Electronics
Engineering",135.33,,,,,,
2683,SHREENIVASA ENGINEERING COLLEGE,EE,"Electrical and Electronics
Engineering",122,,,,,,
2683,SHREENIVASA ENGINEERING COLLEGE,ME,Mechanical Engineering,129,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",AE,Aeronautical Engineering,120,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",AU,Automobile Engineering,175.67,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",CE,Civil Engineering,145.67,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",139,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",130.33,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",IT,Information Technology,123.67,,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",MC,Mechatronics,,149.33,,,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,150.67,149.33,,134,,,
2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",TX,Textile Technology,,140.33,,,,,
2704,"COIMBATORE INSTITUTE OF ENGINEERING
AND TECHNOLOGY",MC,Mechatronics,135.67,,,122.33,,,
2704,"COIMBATORE INSTITUTE OF ENGINEERING
AND TECHNOLOGY",ME,Mechanical Engineering,154.33,139,,,,,
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),AU,Automobile Engineering,161.67,140.67,,119,,,
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),CE,Civil Engineering,142,,,,,,
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),MC,Mechatronics,167.67,,,,,,
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ME,Mechanical Engineering,,141.67,,,123.67,,
2706,DR. MAHALINGAM COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),PR,Production Engineering,140.33,,,,,,
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,CH,Chemical Engineering,127.67,,,,,,
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,CS,"Computer Science and
Engineering",128,127.67,,,,,
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",152.33,,,,,,
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,IT,Information Technology,124.67,,,,,,
2707,ERODE SENGUNTHAR ENGINEERING COLLEGE,ME,Mechanical Engineering,,163.67,,,,,
2708,"HINDUSTHAN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",AU,Automobile Engineering,132.33,,,,,,
2708,"HINDUSTHAN COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",BM,Bio- Medical Engineering,164,,,,,,
2709,"INSTITUTE OF ROAD AND TRANSPORT
TECHNOLOGY",AU,Automobile Engineering,154.33,132.67,,,,,
2709,"INSTITUTE OF ROAD AND TRANSPORT
TECHNOLOGY",EC,"Electronics and
Communication Engineering",,131,,,,,
2709,"INSTITUTE OF ROAD AND TRANSPORT
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",,,,,124.67,,
2709,"INSTITUTE OF ROAD AND TRANSPORT
TECHNOLOGY",IT,Information Technology,120.67,,,,,,
2709,"INSTITUTE OF ROAD AND TRANSPORT
TECHNOLOGY",ME,Mechanical Engineering,161.33,,,,,,
2710,"KARPAGAM COLLEGE OF ENGINEERING
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",151.33,,,,,,
2710,"KARPAGAM COLLEGE OF ENGINEERING
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",123,,,,,,
2710,"KARPAGAM COLLEGE OF ENGINEERING
(AUTONOMOUS)",ME,Mechanical Engineering,127.67,,,,,,
2711,"KONGU ENGINEERING COLLEGE
(AUTONOMOUS)",AU,Automobile Engineering,132,127,,,,,
2711,"KONGU ENGINEERING COLLEGE
(AUTONOMOUS)",CE,Civil Engineering,130.67,125.33,,,,,
2711,"KONGU ENGINEERING COLLEGE
(AUTONOMOUS)",CS,"Computer Science and
Engineering",150,,,,,,
2711,"KONGU ENGINEERING COLLEGE
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",130.67,,,,,,
2711,"KONGU ENGINEERING COLLEGE
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",126,,,,,,
2711,"KONGU ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,148.67,147.67,,142.67,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",AU,Automobile Engineering,,,,141.33,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",CE,Civil Engineering,163.33,143.33,,148.67,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",CS,"Computer Science and
Engineering",175.67,167,,,137.33,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",167.33,155.33,,158.67,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",176.67,152.67,,,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EI,"Electronics and
Instrumentation Engineering",145,,,,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",FT,Fashion Technology,149.67,,,,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",IG,"Information Science and
Engineering",140,,,,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",IT,Information Technology,153.33,,,130,,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",MC,Mechatronics,,,,,130.33,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,185.83,178.67,,185.67,132.33,,
2712,"KUMARAGURU COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",TX,Textile Technology,132.33,132,,,,,
2715,"NANDHA ENGINEERING COLLEGE
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",146.33,,,,,,
2715,"NANDHA ENGINEERING COLLEGE
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",135,,,130,,,
2715,"NANDHA ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,139,,,,,,
2716,"PARK COLLEGE OF ENGINEERING AND
TECHNOLOGY",AE,Aeronautical Engineering,130.67,,,,,,
2716,"PARK COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,146.33,,,,,,
2716,"PARK COLLEGE OF ENGINEERING AND
TECHNOLOGY",TX,Textile Technology,,,,128.33,,,
2717,SASURIE COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",126.33,,,,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",CE,Civil Engineering,,141.33,,,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",CS,"Computer Science and
Engineering",163,162,,138.67,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",EC,"Electronics and
Communication Engineering",134.67,133.33,,127.67,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",142,140,,,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",IT,Information Technology,136.67,,,,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",MC,Mechatronics,159,157.67,,127,,,
2718,"SRI KRISHNA COLLEGE OF ENGINEERING &
TECHNOLOGY (AUTONOMOUS)",ME,Mechanical Engineering,165,162.67,,135,120.67,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",CS,"Computer Science and
Engineering",145.67,,,143.67,,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",131,,,,,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",148,,,145.33,137,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",EI,"Electronics and
Instrumentation Engineering",129,,,,,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",IT,Information Technology,,149,,157.33,,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",ME,Mechanical Engineering,152.67,,,154.67,,,
2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE
(AUTONOMOUS)",RM,Robotics and Automation,135.67,,,,,,
2721,TAMILNADU COLLEGE OF ENGINEERING,AU,Automobile Engineering,,,,,129,,
2721,TAMILNADU COLLEGE OF ENGINEERING,CE,Civil Engineering,,,,127.67,,,
2722,"SRI KRISHNA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",CS,"Computer Science and
Engineering",140.67,136.67,,,,,
2722,"SRI KRISHNA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",140.33,,,,,,
2722,"SRI KRISHNA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EE,"Electrical and Electronics
Engineering",128.33,,,,,,
2722,"SRI KRISHNA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",IC,"Instrumentation and Control
Engineering",135,,,,,,
2722,"SRI KRISHNA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",IT,Information Technology,141.67,,,,,,
2722,"SRI KRISHNA COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,161,128.67,,156.5,,,
2723,"VELALAR COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",EC,"Electronics and
Communication Engineering",146.33,,,,,,
2723,"VELALAR COLLEGE OF ENGINEERING AND
TECHNOLOGY (AUTONOMOUS)",ME,Mechanical Engineering,135,,,,,,
2725,"SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,132.33,,,,,,
2726,"SNS COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",EC,"Electronics and
Communication Engineering",125.67,116.67,,,,,
2726,"SNS COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",MC,Mechatronics,115,,,,,,
2726,"SNS COLLEGE OF TECHNOLOGY
(AUTONOMOUS)",ME,Mechanical Engineering,140.33,,,137.67,,,
2727,"SRI SHAKTHI INSTITUTE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",,122.33,,,,,
2727,"SRI SHAKTHI INSTITUTE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,141.67,,,,,,
2729,"NEHRU INSTITUTE OF ENGINEERING AND
TECHNOLOGY",MC,Mechatronics,138.33,,,,,,
2729,"NEHRU INSTITUTE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,,,,102.67,,,
2731,"R V S COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",114.33,,,,,,
2731,"R V S COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,,126.33,,,,,
2733,"ANGEL COLLEGE OF ENGINEERING AND
TECHNOLOGY",CS,"Computer Science and
Engineering",,,,117.67,,,
2733,"ANGEL COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",135.67,,,,,,
2733,"ANGEL COLLEGE OF ENGINEERING AND
TECHNOLOGY",FT,Fashion Technology,,127.33,,,,,
2735,KARPAGAM INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",138.33,,,,,,
2736,DR.N G P INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",144.33,,,,,,
2736,DR.N G P INSTITUTE OF TECHNOLOGY,ME,Mechanical Engineering,,148.67,,,,,
2737,RANGANATHAN ENGINEERING COLLEGE,CE,Civil Engineering,124.33,,,,,,
2737,RANGANATHAN ENGINEERING COLLEGE,EC,"Electronics and
Communication Engineering",,,,,124,,
2737,RANGANATHAN ENGINEERING COLLEGE,ME,Mechanical Engineering,152.67,,,,,,
2739,SRI ESHWAR COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",167.67,,,,,,
2739,SRI ESHWAR COLLEGE OF ENGINEERING,ME,Mechanical Engineering,126.67,,,,,,
2740,HINDUSTHAN INSTITUTE OF TECHNOLOGY,AE,Aeronautical Engineering,114.67,,,,,,
2741,"P A COLLEGE OF ENGINEERING AND
TECHNOLOGY",EC,"Electronics and
Communication Engineering",121.33,,,,,,
2741,"P A COLLEGE OF ENGINEERING AND
TECHNOLOGY",EE,"Electrical and Electronics
Engineering",131.67,118.67,,,,,
2741,"P A COLLEGE OF ENGINEERING AND
TECHNOLOGY",ME,Mechanical Engineering,148,137,,,,,
2743,"DHANALAKSHMI SRINIVASAN COLLEGE OF
ENGINEERING",EE,"Electrical and Electronics
Engineering",117.67,,,,,,
2743,"DHANALAKSHMI SRINIVASAN COLLEGE OF
ENGINEERING",ME,Mechanical Engineering,114.33,,,,,,
2744,ADITHYA INSTITUTE OF TECHNOLOGY,EE,"Electrical and Electronics
Engineering",133.67,,,,,,
2745,KATHIR COLLEGE OF ENGINEERING,CS,"Computer Science and
Engineering",124.33,,,,,,
2745,KATHIR COLLEGE OF ENGINEERING,EC,"Electronics and
Communication Engineering",140.67,,,,,,
2747,"SHREE VENKATESHWARA HI-TECH
ENGINEERING COLLEGE",CE,Civil Engineering,131.67,121,,,,,
